Time,NumberHits
"2024-12-13 10:05:49",2
"2024-12-13 10:05:50",1
"2024-12-13 10:05:54",1
"2024-12-13 10:05:59",2
"2024-12-13 10:06:04",2
"2024-12-13 10:06:09",2
"2024-12-13 10:06:14",1
"2024-12-13 10:06:19",5
"2024-12-13 10:06:24",3
"2024-12-13 10:06:29",4
"2024-12-13 10:06:34",3
"2024-12-13 10:06:39",3
"2024-12-13 10:06:40",1
"2024-12-13 10:06:44",3
"2024-12-13 10:06:49",7
"2024-12-13 10:06:54",4
"2024-12-13 10:06:59",6
"2024-12-13 10:07:04",5
"2024-12-13 10:07:09",6
"2024-12-13 10:07:14",4
"2024-12-13 10:07:19",9
"2024-12-13 10:07:24",6
"2024-12-13 10:07:29",8
"2024-12-13 10:07:34",6
"2024-12-13 10:07:39",8
"2024-12-13 10:07:44",6
"2024-12-13 10:07:49",11
"2024-12-13 10:07:54",7
"2024-12-13 10:07:59",10
"2024-12-13 10:08:04",8
"2024-12-13 10:08:09",10
"2024-12-13 10:08:14",7
"2024-12-13 10:08:19",13
"2024-12-13 10:08:24",9
"2024-12-13 10:08:29",12
"2024-12-13 10:08:34",9
"2024-12-13 10:08:39",12
"2024-12-13 10:08:44",7
"2024-12-13 10:08:45",2
"2024-12-13 10:08:49",15
"2024-12-13 10:08:54",10
"2024-12-13 10:08:59",14
"2024-12-13 10:09:04",11
"2024-12-13 10:09:09",14
"2024-12-13 10:09:14",10
"2024-12-13 10:09:19",17
"2024-12-13 10:09:24",12
"2024-12-13 10:09:29",16
"2024-12-13 10:09:34",12
"2024-12-13 10:09:39",16
"2024-12-13 10:09:44",12
"2024-12-13 10:09:49",19
"2024-12-13 10:09:54",13
"2024-12-13 10:09:59",18
"2024-12-13 10:10:04",14
"2024-12-13 10:10:09",18
"2024-12-13 10:10:14",13
"2024-12-13 10:10:19",21
"2024-12-13 10:10:24",15
"2024-12-13 10:10:29",20
"2024-12-13 10:10:34",15
"2024-12-13 10:10:39",20
"2024-12-13 10:10:44",15
"2024-12-13 10:10:49",23
"2024-12-13 10:10:54",16
"2024-12-13 10:10:59",22
"2024-12-13 10:11:04",17
"2024-12-13 10:11:09",16
"2024-12-13 10:11:10",6
"2024-12-13 10:11:14",16
"2024-12-13 10:11:19",22
"2024-12-13 10:11:24",17
"2024-12-13 10:11:29",22
"2024-12-13 10:11:34",16
"2024-12-13 10:11:39",22
"2024-12-13 10:11:44",17
"2024-12-13 10:11:49",22
"2024-12-13 10:11:54",16
"2024-12-13 10:11:59",22
"2024-12-13 10:12:04",17
"2024-12-13 10:12:09",21
"2024-12-13 10:12:14",17
"2024-12-13 10:12:19",22
"2024-12-13 10:12:24",17
"2024-12-13 10:12:29",21
"2024-12-13 10:12:34",17
"2024-12-13 10:12:39",22
"2024-12-13 10:12:44",17
"2024-12-13 10:12:49",21
"2024-12-13 10:12:54",17
"2024-12-13 10:12:59",22
"2024-12-13 10:13:04",17
"2024-12-13 10:13:09",21
"2024-12-13 10:13:14",17
"2024-12-13 10:13:19",22
"2024-12-13 10:13:24",17
"2024-12-13 10:13:29",20
"2024-12-13 10:13:34",18
"2024-12-13 10:13:39",22
"2024-12-13 10:13:44",17
"2024-12-13 10:13:49",20
"2024-12-13 10:13:54",18
"2024-12-13 10:13:59",22
"2024-12-13 10:14:04",17
"2024-12-13 10:14:09",20
"2024-12-13 10:14:14",18
"2024-12-13 10:14:19",22
"2024-12-13 10:14:24",17
"2024-12-13 10:14:29",20
"2024-12-13 10:14:34",18
