Time,NumberHits
"2024-12-09 13:56:20",1
"2024-12-09 13:56:21",2
"2024-12-09 13:56:25",1
"2024-12-09 13:56:26",1
"2024-12-09 13:56:30",1
"2024-12-09 13:56:37",2
"2024-12-09 13:56:41",3
"2024-12-09 13:56:43",2
"2024-12-09 13:56:46",2
"2024-12-09 13:56:47",2
"2024-12-09 13:56:50",2
"2024-12-09 13:56:51",1
"2024-12-09 13:56:55",1
"2024-12-09 13:56:58",1
"2024-12-09 13:56:59",1
"2024-12-09 13:57:01",1
"2024-12-09 13:57:02",3
"2024-12-09 13:57:03",1
"2024-12-09 13:57:04",2
"2024-12-09 13:57:06",2
"2024-12-09 13:57:07",1
"2024-12-09 13:57:08",3
"2024-12-09 13:57:11",1
"2024-12-09 13:57:12",3
"2024-12-09 13:57:13",1
"2024-12-09 13:57:15",1
"2024-12-09 13:57:16",2
"2024-12-09 13:57:20",3
"2024-12-09 13:57:23",1
"2024-12-09 13:57:24",4
"2024-12-09 13:57:25",1
"2024-12-09 13:57:26",1
"2024-12-09 13:57:27",3
"2024-12-09 13:57:28",1
"2024-12-09 13:57:29",2
"2024-12-09 13:57:30",2
"2024-12-09 13:57:31",2
"2024-12-09 13:57:33",4
"2024-12-09 13:57:34",1
"2024-12-09 13:57:36",2
"2024-12-09 13:57:37",2
"2024-12-09 13:57:38",1
"2024-12-09 13:57:40",1
"2024-12-09 13:57:41",3
"2024-12-09 13:57:42",1
"2024-12-09 13:57:45",5
"2024-12-09 13:57:46",1
"2024-12-09 13:57:47",2
"2024-12-09 13:57:48",1
"2024-12-09 13:57:49",3
"2024-12-09 13:57:50",1
"2024-12-09 13:57:51",4
"2024-12-09 13:57:52",3
"2024-12-09 13:57:54",2
"2024-12-09 13:57:55",2
"2024-12-09 13:57:56",3
"2024-12-09 13:57:57",1
"2024-12-09 13:57:58",3
"2024-12-09 13:57:59",1
"2024-12-09 13:58:01",1
"2024-12-09 13:58:02",4
"2024-12-09 13:58:03",2
"2024-12-09 13:58:05",1
"2024-12-09 13:58:06",5
"2024-12-09 13:58:07",2
"2024-12-09 13:58:08",1
"2024-12-09 13:58:09",3
"2024-12-09 13:58:10",3
"2024-12-09 13:58:12",3
"2024-12-09 13:58:13",3
"2024-12-09 13:58:14",2
"2024-12-09 13:58:15",1
"2024-12-09 13:58:16",3
"2024-12-09 13:58:17",5
"2024-12-09 13:58:19",2
"2024-12-09 13:58:20",2
"2024-12-09 13:58:21",3
"2024-12-09 13:58:22",1
"2024-12-09 13:58:23",3
"2024-12-09 13:58:24",3
"2024-12-09 13:58:26",1
"2024-12-09 13:58:27",4
"2024-12-09 13:58:28",4
"2024-12-09 13:58:29",1
"2024-12-09 13:58:30",3
"2024-12-09 13:58:31",5
"2024-12-09 13:58:32",1
"2024-12-09 13:58:33",2
"2024-12-09 13:58:34",3
"2024-12-09 13:58:35",4
"2024-12-09 13:58:37",3
"2024-12-09 13:58:38",3
"2024-12-09 13:58:39",3
"2024-12-09 13:58:40",1
"2024-12-09 13:58:41",4
"2024-12-09 13:58:42",3
"2024-12-09 13:58:43",1
"2024-12-09 13:58:44",2
"2024-12-09 13:58:45",4
"2024-12-09 13:58:46",3
"2024-12-09 13:58:47",1
"2024-12-09 13:58:48",3
"2024-12-09 13:58:49",3
"2024-12-09 13:58:50",3
"2024-12-09 13:58:51",3
"2024-12-09 13:58:52",4
"2024-12-09 13:58:53",4
"2024-12-09 13:58:55",4
"2024-12-09 13:58:56",6
"2024-12-09 13:58:57",1
"2024-12-09 13:58:58",1
"2024-12-09 13:58:59",3
"2024-12-09 13:59:00",6
"2024-12-09 13:59:02",3
"2024-12-09 13:59:03",3
"2024-12-09 13:59:04",3
"2024-12-09 13:59:05",1
"2024-12-09 13:59:06",5
"2024-12-09 13:59:07",5
"2024-12-09 13:59:09",2
"2024-12-09 13:59:10",3
"2024-12-09 13:59:11",7
"2024-12-09 13:59:12",2
"2024-12-09 13:59:13",4
"2024-12-09 13:59:14",4
"2024-12-09 13:59:15",1
"2024-12-09 13:59:16",4
"2024-12-09 13:59:17",4
"2024-12-09 13:59:18",5
"2024-12-09 13:59:19",1
"2024-12-09 13:59:20",3
"2024-12-09 13:59:21",6
"2024-12-09 13:59:22",2
"2024-12-09 13:59:23",1
"2024-12-09 13:59:24",4
"2024-12-09 13:59:25",5
"2024-12-09 13:59:27",3
"2024-12-09 13:59:28",3
"2024-12-09 13:59:29",5
"2024-12-09 13:59:30",1
"2024-12-09 13:59:31",4
"2024-12-09 13:59:32",7
"2024-12-09 13:59:33",2
"2024-12-09 13:59:34",4
"2024-12-09 13:59:35",4
"2024-12-09 13:59:36",5
"2024-12-09 13:59:38",8
"2024-12-09 13:59:39",3
"2024-12-09 13:59:40",2
"2024-12-09 13:59:41",4
"2024-12-09 13:59:42",4
"2024-12-09 13:59:43",6
"2024-12-09 13:59:45",4
"2024-12-09 13:59:46",7
"2024-12-09 13:59:47",1
"2024-12-09 13:59:48",1
"2024-12-09 13:59:49",3
"2024-12-09 13:59:50",8
"2024-12-09 13:59:52",3
"2024-12-09 13:59:53",5
"2024-12-09 13:59:54",6
"2024-12-09 13:59:55",2
"2024-12-09 13:59:56",5
"2024-12-09 13:59:57",6
"2024-12-09 13:59:58",2
"2024-12-09 13:59:59",4
"2024-12-09 14:00:00",4
"2024-12-09 14:00:01",7
"2024-12-09 14:00:02",1
"2024-12-09 14:00:03",6
"2024-12-09 14:00:04",6
"2024-12-09 14:00:05",1
"2024-12-09 14:00:06",4
"2024-12-09 14:00:07",5
"2024-12-09 14:00:08",5
"2024-12-09 14:00:10",4
"2024-12-09 14:00:11",7
"2024-12-09 14:00:12",3
"2024-12-09 14:00:13",1
"2024-12-09 14:00:14",3
"2024-12-09 14:00:15",10
"2024-12-09 14:00:16",1
"2024-12-09 14:00:17",5
"2024-12-09 14:00:18",5
"2024-12-09 14:00:19",5
"2024-12-09 14:00:20",2
"2024-12-09 14:00:21",7
"2024-12-09 14:00:22",6
"2024-12-09 14:00:23",2
"2024-12-09 14:00:24",3
"2024-12-09 14:00:25",7
"2024-12-09 14:00:26",6
"2024-12-09 14:00:28",8
"2024-12-09 14:00:29",5
"2024-12-09 14:00:30",1
"2024-12-09 14:00:31",3
"2024-12-09 14:00:32",5
"2024-12-09 14:00:33",8
"2024-12-09 14:00:35",4
"2024-12-09 14:00:36",7
"2024-12-09 14:00:37",6
"2024-12-09 14:00:38",2
"2024-12-09 14:00:39",5
"2024-12-09 14:00:40",9
"2024-12-09 14:00:42",5
"2024-12-09 14:00:43",5
"2024-12-09 14:00:44",7
"2024-12-09 14:00:45",2
"2024-12-09 14:00:46",6
"2024-12-09 14:00:47",8
"2024-12-09 14:00:48",2
"2024-12-09 14:00:49",4
"2024-12-09 14:00:50",6
"2024-12-09 14:00:51",6
"2024-12-09 14:00:53",8
"2024-12-09 14:00:54",7
"2024-12-09 14:00:55",1
"2024-12-09 14:00:56",4
"2024-12-09 14:00:57",6
"2024-12-09 14:00:58",8
"2024-12-09 14:00:59",1
"2024-12-09 14:01:00",6
"2024-12-09 14:01:01",7
"2024-12-09 14:01:02",5
"2024-12-09 14:01:03",2
"2024-12-09 14:01:04",9
"2024-12-09 14:01:05",7
"2024-12-09 14:01:07",6
"2024-12-09 14:01:08",4
"2024-12-09 14:01:09",8
"2024-12-09 14:01:10",1
"2024-12-09 14:01:11",8
"2024-12-09 14:01:12",8
"2024-12-09 14:01:13",1
"2024-12-09 14:01:14",4
"2024-12-09 14:01:15",6
"2024-12-09 14:01:16",8
"2024-12-09 14:01:17",2
"2024-12-09 14:01:18",6
"2024-12-09 14:01:19",8
"2024-12-09 14:01:20",3
"2024-12-09 14:01:21",6
"2024-12-09 14:01:22",6
"2024-12-09 14:01:23",8
"2024-12-09 14:01:24",1
"2024-12-09 14:01:25",6
"2024-12-09 14:01:26",9
"2024-12-09 14:01:27",4
"2024-12-09 14:01:28",2
"2024-12-09 14:01:29",7
"2024-12-09 14:01:30",10
"2024-12-09 14:01:32",6
"2024-12-09 14:01:33",6
"2024-12-09 14:01:34",6
"2024-12-09 14:01:35",3
"2024-12-09 14:01:36",6
"2024-12-09 14:01:37",10
"2024-12-09 14:01:38",1
"2024-12-09 14:01:39",4
"2024-12-09 14:01:40",7
"2024-12-09 14:01:41",9
"2024-12-09 14:01:43",8
"2024-12-09 14:01:44",8
"2024-12-09 14:01:45",2
"2024-12-09 14:01:46",4
"2024-12-09 14:01:47",10
"2024-12-09 14:01:48",6
"2024-12-09 14:01:50",7
"2024-12-09 14:01:51",9
"2024-12-09 14:01:52",4
"2024-12-09 14:01:53",2
"2024-12-09 14:01:54",6
"2024-12-09 14:01:55",11
"2024-12-09 14:01:57",6
"2024-12-09 14:01:58",6
"2024-12-09 14:01:59",6
"2024-12-09 14:02:00",2
"2024-12-09 14:02:01",7
"2024-12-09 14:02:02",10
"2024-12-09 14:02:03",1
"2024-12-09 14:02:04",4
"2024-12-09 14:02:05",4
"2024-12-09 14:02:06",12
"2024-12-09 14:02:08",9
"2024-12-09 14:02:09",7
"2024-12-09 14:02:10",2
"2024-12-09 14:02:11",4
"2024-12-09 14:02:12",10
"2024-12-09 14:02:13",6
"2024-12-09 14:02:15",7
"2024-12-09 14:02:16",10
