Time,NumberHits
"2024-12-10 12:46:18",1
"2024-12-10 12:46:23",1
"2024-12-10 12:46:28",1
"2024-12-10 12:46:33",1
"2024-12-10 12:46:38",1
"2024-12-10 12:46:43",1
"2024-12-10 12:46:45",1
"2024-12-10 12:46:48",1
"2024-12-10 12:46:50",1
"2024-12-10 12:46:53",1
"2024-12-10 12:46:55",1
"2024-12-10 12:46:58",1
"2024-12-10 12:47:00",1
"2024-12-10 12:47:03",1
"2024-12-10 12:47:05",1
"2024-12-10 12:47:08",1
"2024-12-10 12:47:10",1
"2024-12-10 12:47:13",2
"2024-12-10 12:47:15",1
"2024-12-10 12:47:18",2
"2024-12-10 12:47:20",1
"2024-12-10 12:47:23",2
"2024-12-10 12:47:25",1
"2024-12-10 12:47:28",2
"2024-12-10 12:47:30",1
"2024-12-10 12:47:33",2
"2024-12-10 12:47:35",1
"2024-12-10 12:47:38",2
"2024-12-10 12:47:40",2
"2024-12-10 12:47:43",2
"2024-12-10 12:47:45",2
"2024-12-10 12:47:48",2
"2024-12-10 12:47:50",2
"2024-12-10 12:47:53",2
"2024-12-10 12:47:55",2
"2024-12-10 12:47:58",2
"2024-12-10 12:48:00",2
"2024-12-10 12:48:03",2
"2024-12-10 12:48:05",2
"2024-12-10 12:48:07",1
"2024-12-10 12:48:08",2
"2024-12-10 12:48:10",2
"2024-12-10 12:48:12",1
"2024-12-10 12:48:13",2
"2024-12-10 12:48:15",2
"2024-12-10 12:48:17",1
"2024-12-10 12:48:18",2
"2024-12-10 12:48:20",2
"2024-12-10 12:48:22",1
"2024-12-10 12:48:23",2
"2024-12-10 12:48:25",2
"2024-12-10 12:48:27",1
"2024-12-10 12:48:28",2
"2024-12-10 12:48:30",2
"2024-12-10 12:48:32",1
"2024-12-10 12:48:33",2
"2024-12-10 12:48:34",1
"2024-12-10 12:48:35",2
"2024-12-10 12:48:37",1
"2024-12-10 12:48:38",2
"2024-12-10 12:48:39",1
"2024-12-10 12:48:40",2
"2024-12-10 12:48:42",1
"2024-12-10 12:48:43",2
"2024-12-10 12:48:44",1
"2024-12-10 12:48:45",2
"2024-12-10 12:48:47",1
"2024-12-10 12:48:48",2
"2024-12-10 12:48:49",1
"2024-12-10 12:48:50",2
"2024-12-10 12:48:52",1
"2024-12-10 12:48:53",2
"2024-12-10 12:48:54",1
"2024-12-10 12:48:55",2
"2024-12-10 12:48:57",1
"2024-12-10 12:48:58",2
