Time,NumberHits
"2024-12-10 12:16:50",1
"2024-12-10 12:17:02",1
"2024-12-10 12:17:14",1
"2024-12-10 12:17:25",1
"2024-12-10 12:17:33",1
"2024-12-10 12:17:38",1
"2024-12-10 12:17:44",1
"2024-12-10 12:17:51",1
"2024-12-10 12:17:58",1
"2024-12-10 12:18:01",1
"2024-12-10 12:18:09",1
"2024-12-10 12:18:14",1
"2024-12-10 12:18:16",1
"2024-12-10 12:18:21",1
"2024-12-10 12:18:28",2
"2024-12-10 12:18:34",1
"2024-12-10 12:18:38",1
"2024-12-10 12:18:41",1
"2024-12-10 12:18:45",1
"2024-12-10 12:18:50",1
"2024-12-10 12:18:51",1
"2024-12-10 12:18:57",1
"2024-12-10 12:18:58",1
"2024-12-10 12:19:03",1
"2024-12-10 12:19:04",1
"2024-12-10 12:19:10",1
"2024-12-10 12:19:11",1
"2024-12-10 12:19:14",1
"2024-12-10 12:19:16",1
"2024-12-10 12:19:21",1
"2024-12-10 12:19:23",1
"2024-12-10 12:19:26",1
"2024-12-10 12:19:27",1
"2024-12-10 12:19:33",1
"2024-12-10 12:19:34",1
"2024-12-10 12:19:39",2
"2024-12-10 12:19:41",1
"2024-12-10 12:19:46",1
"2024-12-10 12:19:47",1
"2024-12-10 12:19:50",1
"2024-12-10 12:19:53",2
"2024-12-10 12:19:56",1
"2024-12-10 12:19:59",1
"2024-12-10 12:20:02",1
"2024-12-10 12:20:03",1
"2024-12-10 12:20:07",1
"2024-12-10 12:20:09",1
"2024-12-10 12:20:10",1
"2024-12-10 12:20:15",1
"2024-12-10 12:20:16",1
"2024-12-10 12:20:17",1
"2024-12-10 12:20:22",1
"2024-12-10 12:20:23",1
"2024-12-10 12:20:24",1
"2024-12-10 12:20:26",1
"2024-12-10 12:20:29",1
"2024-12-10 12:20:30",1
"2024-12-10 12:20:33",1
"2024-12-10 12:20:35",1
"2024-12-10 12:20:37",1
"2024-12-10 12:20:38",1
"2024-12-10 12:20:40",1
"2024-12-10 12:20:42",1
"2024-12-10 12:20:45",1
"2024-12-10 12:20:47",1
"2024-12-10 12:20:50",1
"2024-12-10 12:20:51",1
"2024-12-10 12:20:52",1
"2024-12-10 12:20:54",1
"2024-12-10 12:20:57",1
"2024-12-10 12:20:58",1
"2024-12-10 12:21:00",1
"2024-12-10 12:21:02",1
"2024-12-10 12:21:05",2
"2024-12-10 12:21:06",1
"2024-12-10 12:21:09",1
"2024-12-10 12:21:12",2
"2024-12-10 12:21:14",1
"2024-12-10 12:21:16",1
"2024-12-10 12:21:18",1
"2024-12-10 12:21:19",1
"2024-12-10 12:21:21",1
"2024-12-10 12:21:22",1
"2024-12-10 12:21:25",1
"2024-12-10 12:21:26",1
"2024-12-10 12:21:28",1
"2024-12-10 12:21:29",1
"2024-12-10 12:21:32",1
"2024-12-10 12:21:33",1
"2024-12-10 12:21:35",1
"2024-12-10 12:21:37",1
"2024-12-10 12:21:38",1
"2024-12-10 12:21:41",2
"2024-12-10 12:21:43",1
"2024-12-10 12:21:45",1
"2024-12-10 12:21:47",1
"2024-12-10 12:21:48",1
"2024-12-10 12:21:50",2
"2024-12-10 12:21:51",1
"2024-12-10 12:21:55",2
"2024-12-10 12:21:57",1
"2024-12-10 12:21:58",1
"2024-12-10 12:22:01",1
"2024-12-10 12:22:02",1
"2024-12-10 12:22:03",1
"2024-12-10 12:22:04",1
"2024-12-10 12:22:05",1
"2024-12-10 12:22:08",1
"2024-12-10 12:22:10",2
"2024-12-10 12:22:12",1
"2024-12-10 12:22:14",2
"2024-12-10 12:22:16",1
"2024-12-10 12:22:17",1
"2024-12-10 12:22:19",1
"2024-12-10 12:22:21",1
"2024-12-10 12:22:24",1
"2024-12-10 12:22:25",1
"2024-12-10 12:22:26",2
"2024-12-10 12:22:28",1
"2024-12-10 12:22:31",2
"2024-12-10 12:22:32",1
"2024-12-10 12:22:35",1
"2024-12-10 12:22:38",2
"2024-12-10 12:22:39",1
"2024-12-10 12:22:40",1
"2024-12-10 12:22:41",1
"2024-12-10 12:22:44",1
