Time,ActiveThreads
"2024-12-09 13:56:21",1
"2024-12-09 13:56:25",1
"2024-12-09 13:56:30",1
"2024-12-09 13:56:37",1
"2024-12-09 13:56:41",1
"2024-12-09 13:56:43",2
"2024-12-09 13:56:46",2
"2024-12-09 13:56:47",2
"2024-12-09 13:56:50",2
"2024-12-09 13:56:51",2
"2024-12-09 13:56:55",2
"2024-12-09 13:56:58",2
"2024-12-09 13:57:01",2
"2024-12-09 13:57:02",2
"2024-12-09 13:57:04",3
"2024-12-09 13:57:06",3
"2024-12-09 13:57:07",3
"2024-12-09 13:57:08",3
"2024-12-09 13:57:11",3
"2024-12-09 13:57:12",3
"2024-12-09 13:57:13",3
"2024-12-09 13:57:15",3
"2024-12-09 13:57:16",3
"2024-12-09 13:57:20",3
"2024-12-09 13:57:20",3
"2024-12-09 13:57:23",3
"2024-12-09 13:57:24",3
"2024-12-09 13:57:25",4
"2024-12-09 13:57:27",4
"2024-12-09 13:57:27",4
"2024-12-09 13:57:29",4
"2024-12-09 13:57:30",4
"2024-12-09 13:57:31",4
"2024-12-09 13:57:33",4
"2024-12-09 13:57:33",4
"2024-12-09 13:57:34",4
"2024-12-09 13:57:36",4
"2024-12-09 13:57:37",4
"2024-12-09 13:57:38",4
"2024-12-09 13:57:40",4
"2024-12-09 13:57:41",4
"2024-12-09 13:57:41",4
"2024-12-09 13:57:45",4
"2024-12-09 13:57:45",4
"2024-12-09 13:57:45",4
"2024-12-09 13:57:47",5
"2024-12-09 13:57:48",5
"2024-12-09 13:57:49",5
"2024-12-09 13:57:50",5
"2024-12-09 13:57:51",5
"2024-12-09 13:57:51",5
"2024-12-09 13:57:52",5
"2024-12-09 13:57:54",5
"2024-12-09 13:57:55",5
"2024-12-09 13:57:56",5
"2024-12-09 13:57:56",5
"2024-12-09 13:57:57",5
"2024-12-09 13:57:58",5
"2024-12-09 13:57:59",5
"2024-12-09 13:58:01",5
"2024-12-09 13:58:02",5
"2024-12-09 13:58:02",5
"2024-12-09 13:58:03",5
"2024-12-09 13:58:05",5
"2024-12-09 13:58:06",5
"2024-12-09 13:58:06",5
"2024-12-09 13:58:06",5
"2024-12-09 13:58:08",6
"2024-12-09 13:58:09",6
"2024-12-09 13:58:10",6
"2024-12-09 13:58:10",6
"2024-12-09 13:58:12",6
"2024-12-09 13:58:12",6
"2024-12-09 13:58:13",6
"2024-12-09 13:58:14",6
"2024-12-09 13:58:15",6
"2024-12-09 13:58:16",6
"2024-12-09 13:58:17",6
"2024-12-09 13:58:17",6
"2024-12-09 13:58:17",6
"2024-12-09 13:58:19",6
"2024-12-09 13:58:20",6
"2024-12-09 13:58:21",6
"2024-12-09 13:58:21",6
"2024-12-09 13:58:22",6
"2024-12-09 13:58:23",6
"2024-12-09 13:58:24",6
"2024-12-09 13:58:24",6
"2024-12-09 13:58:26",6
"2024-12-09 13:58:27",6
"2024-12-09 13:58:27",6
"2024-12-09 13:58:28",6
"2024-12-09 13:58:28",6
"2024-12-09 13:58:30",7
"2024-12-09 13:58:30",7
"2024-12-09 13:58:31",7
"2024-12-09 13:58:31",7
"2024-12-09 13:58:31",7
"2024-12-09 13:58:33",7
"2024-12-09 13:58:34",7
"2024-12-09 13:58:34",7
"2024-12-09 13:58:35",7
"2024-12-09 13:58:35",7
"2024-12-09 13:58:37",7
"2024-12-09 13:58:37",7
"2024-12-09 13:58:38",7
"2024-12-09 13:58:39",7
"2024-12-09 13:58:39",7
"2024-12-09 13:58:40",7
"2024-12-09 13:58:41",7
"2024-12-09 13:58:41",7
"2024-12-09 13:58:42",7
"2024-12-09 13:58:42",7
"2024-12-09 13:58:44",7
"2024-12-09 13:58:45",7
"2024-12-09 13:58:45",7
"2024-12-09 13:58:46",7
"2024-12-09 13:58:46",7
"2024-12-09 13:58:47",7
"2024-12-09 13:58:48",7
"2024-12-09 13:58:49",7
