Time,ActiveThreads
"2025-02-25 08:12:29",1
"2025-02-25 08:12:34",1
"2025-02-25 08:12:39",1
"2025-02-25 08:12:44",1
"2025-02-25 08:12:49",1
"2025-02-25 08:12:54",1
"2025-02-25 08:12:59",1
"2025-02-25 08:13:04",1
"2025-02-25 08:13:09",1
"2025-02-25 08:13:12",2
"2025-02-25 08:13:14",2
"2025-02-25 08:13:17",2
"2025-02-25 08:13:19",2
"2025-02-25 08:13:22",2
"2025-02-25 08:13:24",2
"2025-02-25 08:13:27",2
"2025-02-25 08:13:29",2
"2025-02-25 08:13:32",2
"2025-02-25 08:13:34",2
"2025-02-25 08:13:37",2
"2025-02-25 08:13:39",2
"2025-02-25 08:13:42",2
"2025-02-25 08:13:44",2
"2025-02-25 08:13:47",2
"2025-02-25 08:13:49",2
"2025-02-25 08:13:52",2
"2025-02-25 08:13:54",2
"2025-02-25 08:13:55",3
"2025-02-25 08:13:57",3
"2025-02-25 08:13:59",3
"2025-02-25 08:14:00",3
"2025-02-25 08:14:02",3
"2025-02-25 08:14:04",3
"2025-02-25 08:14:05",3
"2025-02-25 08:14:07",3
"2025-02-25 08:14:09",3
"2025-02-25 08:14:10",3
"2025-02-25 08:14:12",3
"2025-02-25 08:14:14",3
"2025-02-25 08:14:15",3
"2025-02-25 08:14:17",3
"2025-02-25 08:14:19",3
"2025-02-25 08:14:20",3
"2025-02-25 08:14:22",3
"2025-02-25 08:14:24",3
"2025-02-25 08:14:25",3
"2025-02-25 08:14:27",3
"2025-02-25 08:14:29",3
"2025-02-25 08:14:30",3
"2025-02-25 08:14:32",3
"2025-02-25 08:14:34",3
"2025-02-25 08:14:35",3
"2025-02-25 08:14:37",3
"2025-02-25 08:14:38",4
"2025-02-25 08:14:39",4
"2025-02-25 08:14:40",4
"2025-02-25 08:14:42",4
"2025-02-25 08:14:43",4
"2025-02-25 08:14:44",4
"2025-02-25 08:14:45",4
"2025-02-25 08:14:47",4
"2025-02-25 08:14:48",4
"2025-02-25 08:14:49",4
"2025-02-25 08:14:50",4
"2025-02-25 08:14:52",4
"2025-02-25 08:14:53",4
"2025-02-25 08:14:54",4
"2025-02-25 08:14:55",4
"2025-02-25 08:14:57",4
"2025-02-25 08:14:58",4
"2025-02-25 08:14:59",4
"2025-02-25 08:15:00",4
"2025-02-25 08:15:02",4
"2025-02-25 08:15:03",4
"2025-02-25 08:15:04",4
"2025-02-25 08:15:05",4
"2025-02-25 08:15:07",4
"2025-02-25 08:15:08",4
"2025-02-25 08:15:09",4
"2025-02-25 08:15:10",4
"2025-02-25 08:15:12",4
"2025-02-25 08:15:13",4
"2025-02-25 08:15:14",4
"2025-02-25 08:15:15",4
"2025-02-25 08:15:17",4
"2025-02-25 08:15:18",4
"2025-02-25 08:15:19",4
"2025-02-25 08:15:20",4
"2025-02-25 08:15:21",5
"2025-02-25 08:15:22",5
"2025-02-25 08:15:23",5
"2025-02-25 08:15:24",5
"2025-02-25 08:15:25",5
"2025-02-25 08:15:26",5
"2025-02-25 08:15:27",5
"2025-02-25 08:15:28",5
"2025-02-25 08:15:29",5
"2025-02-25 08:15:30",5
"2025-02-25 08:15:31",5
"2025-02-25 08:15:32",5
"2025-02-25 08:15:33",5
"2025-02-25 08:15:34",5
"2025-02-25 08:15:35",5
"2025-02-25 08:15:36",5
"2025-02-25 08:15:37",5
"2025-02-25 08:15:38",5
"2025-02-25 08:15:39",5
"2025-02-25 08:15:40",5
"2025-02-25 08:15:41",5
"2025-02-25 08:15:42",5
"2025-02-25 08:15:43",5
"2025-02-25 08:15:44",5
"2025-02-25 08:15:45",5
"2025-02-25 08:15:46",5
"2025-02-25 08:15:47",5
"2025-02-25 08:15:48",5
"2025-02-25 08:15:49",5
"2025-02-25 08:15:50",5
"2025-02-25 08:15:51",5
"2025-02-25 08:15:52",5
"2025-02-25 08:15:53",5
"2025-02-25 08:15:54",5
"2025-02-25 08:15:55",5
"2025-02-25 08:15:56",5
"2025-02-25 08:15:57",5
"2025-02-25 08:15:58",5
"2025-02-25 08:15:59",5
"2025-02-25 08:16:00",5
"2025-02-25 08:16:01",5
"2025-02-25 08:16:02",5
"2025-02-25 08:16:03",5
"2025-02-25 08:16:03",6
"2025-02-25 08:16:04",6
"2025-02-25 08:16:05",6
"2025-02-25 08:16:06",6
"2025-02-25 08:16:07",6
"2025-02-25 08:16:08",6
"2025-02-25 08:16:08",6
"2025-02-25 08:16:09",6
"2025-02-25 08:16:10",6
"2025-02-25 08:16:11",6
"2025-02-25 08:16:12",6
"2025-02-25 08:16:13",6
"2025-02-25 08:16:13",6
"2025-02-25 08:16:14",6
"2025-02-25 08:16:15",6
"2025-02-25 08:16:16",6
"2025-02-25 08:16:17",6
"2025-02-25 08:16:18",6
"2025-02-25 08:16:18",6
"2025-02-25 08:16:19",6
"2025-02-25 08:16:20",6
"2025-02-25 08:16:21",6
"2025-02-25 08:16:22",6
"2025-02-25 08:16:23",6
"2025-02-25 08:16:23",6
"2025-02-25 08:16:24",6
"2025-02-25 08:16:25",6
"2025-02-25 08:16:26",6
"2025-02-25 08:16:27",6
"2025-02-25 08:16:28",6
"2025-02-25 08:16:28",6
"2025-02-25 08:16:29",6
"2025-02-25 08:16:30",6
"2025-02-25 08:16:31",6
"2025-02-25 08:16:32",6
"2025-02-25 08:16:33",6
"2025-02-25 08:16:33",6
"2025-02-25 08:16:34",6
"2025-02-25 08:16:35",6
"2025-02-25 08:16:36",6
"2025-02-25 08:16:37",6
"2025-02-25 08:16:38",6
"2025-02-25 08:16:38",6
"2025-02-25 08:16:39",6
"2025-02-25 08:16:40",6
"2025-02-25 08:16:41",6
"2025-02-25 08:16:42",6
"2025-02-25 08:16:43",6
"2025-02-25 08:16:43",6
"2025-02-25 08:16:44",6
"2025-02-25 08:16:45",6
"2025-02-25 08:16:46",6
"2025-02-25 08:16:46",7
"2025-02-25 08:16:47",7
"2025-02-25 08:16:48",7
"2025-02-25 08:16:48",7
"2025-02-25 08:16:49",7
"2025-02-25 08:16:50",7
"2025-02-25 08:16:51",7
"2025-02-25 08:16:51",7
"2025-02-25 08:16:52",7
"2025-02-25 08:16:53",7
"2025-02-25 08:16:53",7
"2025-02-25 08:16:54",7
"2025-02-25 08:16:55",7
"2025-02-25 08:16:56",7
"2025-02-25 08:16:56",7
"2025-02-25 08:16:57",7
"2025-02-25 08:16:58",7
"2025-02-25 08:16:58",7
"2025-02-25 08:16:59",7
"2025-02-25 08:17:00",7
"2025-02-25 08:17:01",7
"2025-02-25 08:17:01",7
"2025-02-25 08:17:02",7
"2025-02-25 08:17:03",7
"2025-02-25 08:17:03",7
"2025-02-25 08:17:04",7
"2025-02-25 08:17:05",7
"2025-02-25 08:17:06",7
"2025-02-25 08:17:06",7
"2025-02-25 08:17:07",7
"2025-02-25 08:17:08",7
"2025-02-25 08:17:08",7
"2025-02-25 08:17:09",7
"2025-02-25 08:17:10",7
"2025-02-25 08:17:11",7
"2025-02-25 08:17:11",7
"2025-02-25 08:17:12",7
"2025-02-25 08:17:13",7
"2025-02-25 08:17:13",7
"2025-02-25 08:17:14",7
"2025-02-25 08:17:15",7
"2025-02-25 08:17:16",7
"2025-02-25 08:17:16",7
"2025-02-25 08:17:17",7
