Time,ActiveThreads
"2024-12-09 16:49:54",1
"2024-12-09 16:49:58",1
"2024-12-09 16:50:03",1
"2024-12-09 16:50:09",1
"2024-12-09 16:50:14",1
"2024-12-09 16:50:19",1
"2024-12-09 16:50:23",2
"2024-12-09 16:50:24",2
"2024-12-09 16:50:28",2
"2024-12-09 16:50:28",2
"2024-12-09 16:50:33",2
"2024-12-09 16:50:35",2
"2024-12-09 16:50:39",2
"2024-12-09 16:50:39",2
"2024-12-09 16:50:44",2
"2024-12-09 16:50:44",2
"2024-12-09 16:50:48",2
"2024-12-09 16:50:49",2
"2024-12-09 16:50:53",3
"2024-12-09 16:50:53",3
"2024-12-09 16:50:54",3
"2024-12-09 16:50:58",3
"2024-12-09 16:50:58",3
"2024-12-09 16:51:00",3
"2024-12-09 16:51:03",3
"2024-12-09 16:51:04",3
"2024-12-09 16:51:04",3
"2024-12-09 16:51:09",3
"2024-12-09 16:51:09",3
"2024-12-09 16:51:09",3
"2024-12-09 16:51:13",3
"2024-12-09 16:51:14",3
"2024-12-09 16:51:14",3
"2024-12-09 16:51:18",3
"2024-12-09 16:51:18",3
"2024-12-09 16:51:19",3
"2024-12-09 16:51:23",4
"2024-12-09 16:51:23",4
"2024-12-09 16:51:24",4
"2024-12-09 16:51:25",4
"2024-12-09 16:51:28",4
"2024-12-09 16:51:28",4
"2024-12-09 16:51:29",4
"2024-12-09 16:51:30",4
"2024-12-09 16:51:33",4
"2024-12-09 16:51:34",4
"2024-12-09 16:51:34",4
"2024-12-09 16:51:34",4
"2024-12-09 16:51:38",4
"2024-12-09 16:51:39",4
"2024-12-09 16:51:39",4
"2024-12-09 16:51:40",4
"2024-12-09 16:51:43",4
"2024-12-09 16:51:43",4
"2024-12-09 16:51:44",4
"2024-12-09 16:51:44",4
"2024-12-09 16:51:48",4
"2024-12-09 16:51:48",4
"2024-12-09 16:51:49",4
"2024-12-09 16:51:49",4
"2024-12-09 16:51:53",5
"2024-12-09 16:51:53",5
"2024-12-09 16:51:54",5
"2024-12-09 16:51:54",5
"2024-12-09 16:51:54",5
"2024-12-09 16:51:58",5
"2024-12-09 16:51:58",5
"2024-12-09 16:51:59",5
"2024-12-09 16:51:59",5
"2024-12-09 16:52:00",5
"2024-12-09 16:52:03",5
"2024-12-09 16:52:03",5
"2024-12-09 16:52:04",5
"2024-12-09 16:52:04",5
"2024-12-09 16:52:05",5
"2024-12-09 16:52:08",5
"2024-12-09 16:52:08",5
"2024-12-09 16:52:09",5
"2024-12-09 16:52:09",5
"2024-12-09 16:52:10",5
"2024-12-09 16:52:13",5
"2024-12-09 16:52:13",5
"2024-12-09 16:52:14",5
"2024-12-09 16:52:14",5
"2024-12-09 16:52:14",5
"2024-12-09 16:52:18",5
"2024-12-09 16:52:18",5
"2024-12-09 16:52:19",5
"2024-12-09 16:52:19",5
"2024-12-09 16:52:20",5
"2024-12-09 16:52:23",6
"2024-12-09 16:52:23",6
"2024-12-09 16:52:24",6
"2024-12-09 16:52:24",6
"2024-12-09 16:52:24",6
"2024-12-09 16:52:25",6
"2024-12-09 16:52:28",6
"2024-12-09 16:52:28",6
"2024-12-09 16:52:28",6
"2024-12-09 16:52:29",6
"2024-12-09 16:52:29",6
"2024-12-09 16:52:30",6
"2024-12-09 16:52:33",6
"2024-12-09 16:52:33",6
"2024-12-09 16:52:33",6
"2024-12-09 16:52:34",6
"2024-12-09 16:52:34",6
"2024-12-09 16:52:34",6
"2024-12-09 16:52:38",6
"2024-12-09 16:52:38",6
"2024-12-09 16:52:39",6
"2024-12-09 16:52:39",6
"2024-12-09 16:52:40",6
"2024-12-09 16:52:40",6
"2024-12-09 16:52:43",6
"2024-12-09 16:52:43",6
"2024-12-09 16:52:44",6
"2024-12-09 16:52:44",6
"2024-12-09 16:52:44",6
"2024-12-09 16:52:45",6
"2024-12-09 16:52:48",6
"2024-12-09 16:52:48",6
"2024-12-09 16:52:49",6
"2024-12-09 16:52:49",6
"2024-12-09 16:52:49",6
"2024-12-09 16:52:50",6
"2024-12-09 16:52:53",7
"2024-12-09 16:52:53",7
"2024-12-09 16:52:53",7
"2024-12-09 16:52:54",7
"2024-12-09 16:52:54",7
"2024-12-09 16:52:54",7
"2024-12-09 16:52:55",7
"2024-12-09 16:52:58",7
"2024-12-09 16:52:58",7
"2024-12-09 16:52:58",7
"2024-12-09 16:52:58",7
"2024-12-09 16:52:59",7
"2024-12-09 16:52:59",7
"2024-12-09 16:52:59",7
"2024-12-09 16:53:03",7
"2024-12-09 16:53:03",7
"2024-12-09 16:53:03",7
"2024-12-09 16:53:04",7
