Label,Samples,Minimum,Maximum,Average,P90,Standard Deviation,Error,%Error,Throughput
CP02_AC00_SeleccionaVuelo::,586,0,7949,475,477,571,0,0.00,0.49
CP02_AC01_SeleccionaVuelo,585,349,7949,476,477,571,0,0.00,0.49
CP03_AC00_Comprar_Vuelo::,581,353,1025,663,743,72,5,0.86,0.49
CP03_AC01_Comprar_Vuelo_Pursache,581,262,657,336,379,47,0,0.00,0.49
CP03_AC02_Comprar_Vuelo_Confirmacion,575,262,631,331,376,40,5,0.87,0.49
CP04_AC00_Home::,570,274,998,341,382,57,0,0.00,0.48
CP04_AC01_Home,570,274,998,341,382,57,0,0.00,0.48
Total,2311,262,7949,371,404,179,5,0.22,1.95
